Province;District;Commune;Village;ភេទ បង្ហាញលើUSerFroms;;គំរូID
ខេត្តកំពង់ស្ពឺ;ស្រុកថ្ពង;ឃុំយាអង្គ;ភូមិស្វាយ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកថ្ពង;ឃុំយាអង្គ;ភូមិព្រៃធំ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកថ្ពង;ឃុំយាអង្គ;ភូមិទួលថ្មី;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកថ្ពង;ឃុំយាអង្គ;ភូមិត្រោកលាក់;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកថ្ពង;ឃុំយាអង្គ;ភូមិរលាំងបែង;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកថ្ពង;ឃុំយាអង្គ;ភូមិក្រាំងរំពាក់;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកថ្ពង;ឃុំយាអង្គ;ភូមិព្រៃទីទុយ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកថ្ពង;ឃុំយាអង្គ;ភូមិពាណិជ្ជ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកថ្ពង;ឃុំយាអង្គ;ភូមិរំចេក;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកថ្ពង;ឃុំយាអង្គ;ភូមិព្រិចខ្ពស់;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកថ្ពង;ឃុំយាអង្គ;ភូមិក្រវៀក;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកថ្ពង;ឃុំយាអង្គ;ភូមិស្យា;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាំងចាស់;ភូមិព្រៃច្រាបកើត;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាំងចាស់;ភូមិឧដុង្គ;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាំងចាស់;ភូមិអូរការុង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាំងចាស់;ភូមិចំការហ្លួង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាំងចាស់;ភូមិវិហារខ្ពស់;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាំងចាស់;ភូមិឃ្លាំងប្រាំ;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាំងចាស់;ភូមិក្នុងវាំង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាំងចាស់;ភូមិចិនដាំម្លូ;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាំងចាស់;ភូមិស្រះកែវ;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាំងចាស់;ភូមិក្រាំងពន្លៃ;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាំងចាស់;ភូមិវត្ដពោធិ៍;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិព្រៃច្រាបលិច;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិព្រៃទទឹង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិផ្គរ;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិខ្នុរអំពិល;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិត្រពាំងក្អែក;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិថល់;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិខ្សាច់ពួន;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិខ្ចាស់;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិក្រឡាញ់;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិទួល;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិធ្លាចាស់;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិសូវង្សក្រោម;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិក្រាំងពញា;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិត្រពាំងពោធិ៍;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិត្រពាំងខ្ទុំ;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិដំណាក់ស្មាច់;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិចំការដូង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិស្ដុកក្រោល;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិវាលពង់;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិសូវង្សលើ;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិស្នាមពុក;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិពោធិ៍;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិអណ្ដូងចំបក់;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិវត្ដក្ដី;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិបូរីរម្យ;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំវាលពង់;ភូមិសាមគ្គីភាព;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំត្រាចទង;ភូមិតាឌុង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំត្រាចទង;ភូមិឫស្សីមួយគុម្ព;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំត្រាចទង;ភូមិក្រាំងត្រប់;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំត្រាចទង;ភូមិត្រពាំងក្ដុល;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំត្រាចទង;ភូមិបឹង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំត្រាចទង;ភូមិអណ្ដូងច្រុះ;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំត្រាចទង;ភូមិត្រពាំងលើក;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំត្រាចទង;ភូមិត្រពាំងអង្គ្រង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំត្រាចទង;ភូមិក្រសាំងផ្អែម;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំត្រាចទង;ភូមិស្រះស្ដេច;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំត្រាចទង;ភូមិឃ្លាំង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំត្រាចទង;ភូមិទួលខ្លុង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំត្រាចទង;ភូមិរ៉ា;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំត្រាចទង;ភូមិបឹងវ៉ា;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំត្រាចទង;ភូមិត្រពាំងខ្ចៅ;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំត្រាចទង;ភូមិថ្មី;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំត្រាចទង;ភូមិត្រពាំងល្ពាក់;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំព្រះស្រែ;ភូមិអង្គសណ្ដាន់;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំព្រះស្រែ;ភូមិពោធិ៍កោង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំព្រះស្រែ;ភូមិតាជៀល;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំព្រះស្រែ;ភូមិឈូកស;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំព្រះស្រែ;ភូមិស្រែចិន្ដា;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំព្រះស្រែ;ភូមិស្វាយពក;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំព្រះស្រែ;ភូមិត្រពាំងសង្កែ;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំព្រះស្រែ;ភូមិក្បាលអូរ;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំព្រះស្រែ;ភូមិអំពិលរូង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំព្រះស្រែ;ភូមិដំណាក់ព្រីង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំព្រះស្រែ;ភូមិទួលពង្រ;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំព្រះស្រែ;ភូមិព្រៃផ្ដៀក;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំព្រះស្រែ;ភូមិរំលេច;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំព្រះស្រែ;ភូមិទួលតារា;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំព្រះស្រែ;ភូមិអង្គ្រង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំព្រះស្រែ;ភូមិប្រវឹកពង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំព្រះស្រែ;ភូមិត្រពាំងឈូក;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំព្រះស្រែ;ភូមិប្រកិល;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំក្សេមក្សាន្ដ;ភូមិអូរសំរ៉ែ;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំក្សេមក្សាន្ដ;ភូមិដំបូកស;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំក្សេមក្សាន្ដ;ភូមិត្រពាំងក្រឡូង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំក្សេមក្សាន្ដ;ភូមិកណ្ដាល;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំក្សេមក្សាន្ដ;ភូមិត្រពាំងថ្ម;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំក្សេមក្សាន្ដ;ភូមិតាលីង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំក្សេមក្សាន្ដ;ភូមិព្រៃទទឹង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំក្សេមក្សាន្ដ;ភូមិត្រពាំងប្រិយ៍;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំក្សេមក្សាន្ដ;ភូមិត្រពាំងកន្សែង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំក្សេមក្សាន្ដ;ភូមិកាកាប;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំក្សេមក្សាន្ដ;ភូមិតាឡាក់;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំក្សេមក្សាន្ដ;ភូមិបាត់ដឹង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំក្សេមក្សាន្ដ;ភូមិបែកឃ្លោក;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំក្សេមក្សាន្ដ;ភូមិដំណាក់ត្រាច;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំក្សេមក្សាន្ដ;ភូមិស្ដុកល្ពៅ;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំក្សេមក្សាន្ដ;ភូមិត្រពាំងក្រសាំង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំក្សេមក្សាន្ដ;ភូមិតាឡក;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំក្សេមក្សាន្ដ;ភូមិត្រាចទង;;;
ខេត្តកំពង់ស្ពឺ;ក្រុងឧដុង្គម៉ែជ័យ;ឃុំក្សេមក្សាន្ដ;ភូមិព្រៃតាជៃ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំចាន់សែន;ភូមិក្រាំងទំនប់;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំចាន់សែន;ភូមិស្ដុកតោលថ្មី;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំចាន់សែន;ភូមិស្ដុកតោលចាស់;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំចាន់សែន;ភូមិថ្មីទម្លាប់;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំចាន់សែន;ភូមិទួលវិហារ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំចាន់សែន;ភូមិត្រពាំងអំពិល;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំចាន់សែន;ភូមិព្រៃទាន់;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំចាន់សែន;ភូមិអន្លង់ចំណារ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំចាន់សែន;ភូមិចាន់សែន;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំចាន់សែន;ភូមិត្រពាំងអន្ទង់;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំចាន់សែន;ភូមិទំនប់ទឹក;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំចាន់សែន;ភូមិត្រពាំងគោ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំចាន់សែន;ភូមិអំពិលទឹក;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំចាន់សែន;ភូមិស្ដុកអក;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំចាន់សែន;ភូមិប៉ាលហាល;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជើងរាស់;ភូមិយស់ជោ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជើងរាស់;ភូមិតាសាល;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជើងរាស់;ភូមិសារិកាកែវ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជើងរាស់;ភូមិតាយស់;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជើងរាស់;ភូមិភ្នំទទឹង;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជើងរាស់;ភូមិសួសនៃ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជើងរាស់;ភូមិបន្ទាយខ្មែរ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជើងរាស់;ភូមិត្រពាំងរការ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជើងរាស់;ភូមិអង្គសេរី;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជើងរាស់;ភូមិភ្នំបាត;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជើងរាស់;ភូមិចេក;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជើងរាស់;ភូមិសំបួរ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជើងរាស់;ភូមិអង្គតាប៉ុក;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជើងរាស់;ភូមិស្រង៉ែ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជើងរាស់;ភូមិច្រេស;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជើងរាស់;ភូមិកំណប់;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជំពូព្រឹក្ស;ភូមិជំពូព្រឹក្ស;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជំពូព្រឹក្ស;ភូមិក្រាំងតាសោម;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជំពូព្រឹក្ស;ភូមិព្រៃអំពិល;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជំពូព្រឹក្ស;ភូមិច្រកពពូល;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជំពូព្រឹក្ស;ភូមិត្រាចខ្ពស់;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជំពូព្រឹក្ស;ភូមិព្រៃអន្សែ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំជំពូព្រឹក្ស;ភូមិត្រពាំងលាប;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិគោកសណ្ដែក;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិរំពាត់ជ្រូក;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិទួលបារ៉ាយ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិអង្គ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិអកយំ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិត្នោត;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិក្បាលគាយ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិសំបុកក្រៀល;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិត្រពាំងសង្កែ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិគ្រួស;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិទួលស្ដៅ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិច្បារច្រុះ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិត្រពាំងមាន;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិកោះ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិតានី;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិក្រាំងចេក;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិក្រាំងជង្រុក;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិគោករវាយ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិទួលកែស;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិត្រពាំងកក់;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិត្រពាំងក្រឹម;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិស្ដៅឯម;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិដន្លង;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំក្រាំងចេក;ភូមិអំពិលផ្អែម;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំមានជ័យ;ភូមិក្រាំងសុទិន;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំមានជ័យ;ភូមិស្វាយ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំមានជ័យ;ភូមិទឹកឫស្សី;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំមានជ័យ;ភូមិរមាំងស្លាប់;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំមានជ័យ;ភូមិទំពូង;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំមានជ័យ;ភូមិវាលទន្សាយ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំមានជ័យ;ភូមិព្រៃជង្រុក;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំមានជ័យ;ភូមិស្ដុក;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំមានជ័យ;ភូមិស្ដុកស្អាត;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំមានជ័យ;ភូមិកណ្ដាល;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំមានជ័យ;ភូមិត្រពាំងចំបក់;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំមានជ័យ;ភូមិព្រៃស្មិត;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំមានជ័យ;ភូមិទំនប់អង្គ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំមានជ័យ;ភូមិភ្លើងឆេះ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំព្រៃក្រសាំង;ភូមិឡខ្ទមខ្ពស់;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំព្រៃក្រសាំង;ភូមិទួល;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំព្រៃក្រសាំង;ភូមិគង់លឹង្គ;;;
ខេត្តកំពង់ស្ពឺ;ស្រុកសាមគ្គីមុនីជ័យ;ឃុំព្រៃក្រសាំង;ភូមិច្រក;;;
